"año";"NCODI";"camas_instalada";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2014;444,00;27;0;0;5;0;27;0;0;5;0;3;0;2;0;0;4;0;0
2014;479,00;51;0;0;2;0;51;0;0;2;0;1;0;0;0;0;0;36;2
2014;285,00;91;1;2;4;1;91;1;2;4;1;2;0;7;0;0;0;0;0
2014;253,00;141;10;5;10;1;141;8;5;10;1;3;0;0;0;0;2;10;3
2014;481,00;70;3;2;7;1;50;2;2;5;1;3;0;0;0;0;0;0;4
2014;540,00;134;5;3;8;1;125;5;3;8;1;5;0;0;0;0;0;0;0
2014;332,00;10;0;0;2;0;10;0;0;2;0;0;0;0;0;0;0;0;0
2014;41,00;60;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0
2014;510,00;93;0;0;5;0;42;0;0;5;0;4;0;1;0;0;1;1;1
2014;305,00;12;0;0;2;0;12;0;0;0;0;1;0;2;0;0;0;0;0
2014;708,00;238;8;2;6;0;182;8;2;6;0;6;0;14;0;0;20;0;0
2014;755,00;1359;59;4;52;3;1177;56;4;52;3;23;7;163;20;0;0;96;10
2014;750,00;824;15;3;26;2;774;15;3;26;2;12;5;48;20;0;0;22;8
2014;696,00;589;24;2;15;1;540;22;2;15;1;23;7;76;0;0;11;22;5
2014;434,00;36;3;1;2;0;24;3;1;2;0;3;0;2;0;0;36;0;0
2014;421,00;136;0;0;4;0;82;0;0;3;0;3;0;0;0;0;0;0;0
2014;827,00;184;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0
2014;933,00;200;0;0;10;0;172;0;0;9;0;8;0;7;0;0;32;0;2
2014;1030,00;128;7;5;18;1;96;7;2;10;1;1;0;5;0;0;0;0;0
2014;1003,00;16;0;0;2;0;16;0;0;2;0;1;0;4;0;0;0;6;2
2014;1050,00;8;0;0;1;0;8;0;0;1;0;3;0;6;0;0;0;2;1
2014;1043,00;112;8;5;8;0;104;8;5;8;0;1;0;0;0;0;0;6;0
2014;934,00;336;5;4;8;0;306;5;4;5;0;7;0;20;0;0;0;16;0
2014;629,00;331;15;2;12;1;301;15;2;12;1;8;0;15;7;0;7;15;3
2014;21,00;156;0;0;0;0;156;0;0;0;0;0;0;0;0;45;0;0;0
2014;615,00;189;2;6;8;0;189;2;6;8;0;0;0;0;0;0;0;0;0
2014;626,00;52;1;1;5;0;52;1;1;5;0;3;0;0;0;0;0;0;0
2014;417,00;29;0;0;2;0;15;0;0;2;0;2;0;5;0;0;0;0;0
2014;597,00;116;2;1;3;0;106;2;1;3;0;3;0;10;0;10;0;6;0
2014;539,00;333;9;7;10;1;325;9;7;8;1;20;0;68;0;20;22;0;0
2014;343,00;44;1;1;3;0;44;1;1;3;0;2;0;0;0;0;0;0;0
2014;135,00;350;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0
2014;158,00;727;0;0;0;0;594;0;0;0;0;1;0;0;24;20;0;0;0
2014;775,00;237;6;6;7;0;159;6;6;7;0;4;0;14;0;0;0;4;0
2014;177,00;250;0;0;0;0;250;0;0;0;0;1;0;0;0;40;0;0;0
2014;578,00;38;2;1;3;0;38;2;1;3;0;2;0;0;0;0;0;0;0
2014;416,00;112;0;0;2;0;112;0;0;2;0;5;0;0;0;20;0;0;0
2014;561,00;104;2;1;3;0;104;2;1;3;0;4;0;10;0;10;0;12;1
2014;62,00;46;0;0;0;0;46;0;0;0;0;0;0;0;0;24;0;0;0
2014;828,00;85;0;0;0;0;85;0;0;0;0;0;0;0;0;25;0;0;0
2014;860,00;75;3;1;3;0;75;3;1;3;0;3;0;0;0;0;0;8;1
2014;935,00;70;0;0;0;0;70;0;0;0;0;0;0;0;0;20;0;0;0
2014;936,00;25;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
2014;986,00;45;0;0;0;0;45;0;0;0;0;0;0;0;40;0;0;0;0
2014;987,00;120;1;1;4;0;120;1;1;4;0;6;0;0;0;0;0;0;0
2014;1021,00;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2014;1085,00;70;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
2014;658,00;215;4;2;5;0;209;4;2;5;0;4;0;12;0;0;0;7;0
2014;353,00;46;0;0;0;0;46;0;0;0;0;1;0;0;0;15;0;0;0
2014;323,00;150;0;0;0;0;150;0;0;0;0;0;0;0;20;0;0;0;0
2014;620,00;125;3;2;3;0;125;3;2;3;0;3;0;0;0;0;0;0;0
2014;384,00;210;0;0;1;0;175;0;0;1;0;1;0;3;0;0;0;0;0
2014;554,00;332;12;2;10;0;250;10;2;10;0;8;0;16;15;0;0;0;0
2014;209,00;15;0;0;2;0;15;0;0;2;0;2;0;0;0;0;0;0;0
2014;707,00;943;39;3;24;2;819;39;3;20;2;7;7;37;20;12;0;0;0
2014;395,00;10;0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2014;969,00;124;0;0;4;0;36;0;0;4;0;2;0;5;0;0;0;0;0
2014;1052,00;32;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
2014;739,00;1050;54;8;40;3;961;54;8;40;3;46;4;79;30;0;0;56;0
2014;613,00;531;6;2;18;1;496;6;2;18;1;10;4;28;0;0;0;16;3
2014;593,00;304;0;0;10;0;300;0;0;10;0;6;4;17;0;0;19;0;0
2014;704,00;582;22;3;16;1;540;22;3;16;1;9;4;41;0;0;24;0;0
2014;493,00;33;0;0;6;0;33;0;0;6;0;2;0;0;0;0;0;30;0
2014;686,00;489;8;1;26;2;458;8;1;26;2;5;0;46;0;0;12;10;3
2014;257,00;184;18;3;12;1;166;18;3;12;1;2;0;0;0;0;0;0;0
2014;494,00;71;0;0;5;0;32;0;0;3;0;1;0;0;0;0;0;0;0
2014;681,00;140;0;0;8;0;119;0;0;8;0;2;0;37;0;0;0;0;0
2014;286,00;118;10;2;11;1;100;5;2;10;1;3;0;0;0;0;0;0;0
2014;255,00;83;2;1;7;1;83;2;1;7;1;3;0;9;0;0;11;3;0
2014;79,00;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0
2014;81,00;76;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2014;688,00;236;6;2;6;0;236;6;2;6;0;6;1;11;0;0;0;6;1
2014;531,00;253;7;2;8;0;232;7;2;8;0;6;2;23;0;0;0;8;0
2014;514,00;56;0;1;3;0;38;0;1;3;0;3;0;2;0;0;0;14;0
2014;499,00;230;0;0;8;0;111;0;0;7;0;5;0;0;0;0;0;0;0
2014;532,00;252;4;2;11;0;243;4;2;11;0;7;1;15;0;0;0;23;1
2014;190,00;183;0;0;0;0;142;0;0;0;0;3;0;0;0;0;0;0;0
2014;598,00;113;4;1;3;0;83;4;1;3;0;5;0;8;0;0;0;6;0
2014;260,00;300;15;5;21;1;228;15;5;21;1;5;0;0;0;0;0;0;0
2014;838,00;11;0;0;1;0;11;0;0;1;0;1;0;0;0;0;0;0;0
2014;839,00;96;2;1;4;0;25;0;0;4;0;1;0;16;0;0;0;0;0
2014;851,00;7;0;0;2;0;7;0;0;2;0;0;0;0;0;0;2;0;0
2014;852,00;301;4;5;14;1;301;4;5;14;1;3;5;15;1;0;0;30;0
2014;988,00;125;0;0;0;0;125;0;0;0;0;1;0;12;20;0;0;0;0
2014;1056,00;354;7;2;12;1;226;7;2;12;1;4;4;24;0;0;5;0;0
2014;1044,00;80;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0
2014;644,00;640;17;6;19;0;583;17;6;19;0;9;2;26;26;0;23;0;2
2014;752,00;777;8;2;17;2;700;8;2;17;2;16;8;34;30;0;0;0;0
2014;238,00;80;0;0;10;0;80;0;0;10;0;3;0;5;0;0;18;0;10
2014;325,00;240;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0
2014;622,00;119;3;2;4;0;99;3;2;3;0;2;0;2;0;0;0;0;0
2014;879,00;92;2;1;4;0;92;2;1;4;0;1;0;0;0;0;0;0;0
2014;906,00;95;4;1;4;1;95;4;1;4;1;1;0;6;0;0;0;0;0
2014;370,00;253;0;0;0;0;185;0;0;0;0;2;0;0;0;0;0;0;0
2014;418,00;44;0;0;3;0;44;0;0;3;0;2;0;0;0;0;0;0;0
2014;574,00;23;0;0;2;0;23;0;0;2;0;2;0;0;0;0;0;0;0
2014;399,00;70;0;0;5;0;70;0;0;5;0;1;0;2;0;0;2;2;1
2014;195,00;42;0;0;3;0;40;0;0;3;0;1;0;0;0;0;0;0;0
2014;783,00;683;12;3;18;4;679;12;3;18;4;10;20;51;4;0;36;14;5
2014;263,00;74;1;2;4;0;72;1;2;4;0;1;0;11;0;0;1;0;1
2014;194,00;48;0;0;3;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2014;785,00;932;30;8;35;2;867;30;8;35;2;11;10;116;11;0;21;0;1
2014;780,00;128;0;0;6;0;112;0;0;6;0;2;5;15;0;0;15;0;1
2014;782,00;394;0;0;15;1;364;0;0;15;1;8;4;32;10;0;30;0;1
2014;369,00;179;0;0;0;0;129;0;0;0;0;1;0;0;0;0;0;0;0
2014;84,00;35;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
2014;713,00;100;0;0;5;1;94;0;0;5;1;4;0;0;0;0;0;11;2
2014;941,00;24;0;0;0;0;24;0;0;0;0;0;0;0;3;0;0;0;0
2014;1091,00;404;0;0;0;0;404;0;0;0;0;0;0;0;423;0;0;0;0
2014;1045,00;100;3;2;7;1;65;3;1;4;1;2;0;1;0;0;9;0;1
2014;1086,00;157;4;2;8;1;154;3;2;8;1;1;0;18;0;0;1;18;2
2014;937,00;600;4;6;15;0;417;4;4;9;0;13;0;27;7;0;0;34;0
2014;1004,00;44;3;1;3;0;44;3;1;3;0;0;0;1;0;0;0;0;0
2014;737,00;809;7;3;18;1;757;7;3;17;1;8;4;16;25;0;17;0;0
2014;765,00;1290;29;3;36;2;1163;29;3;35;2;19;8;52;0;0;0;0;0
2014;329,00;260;0;0;7;0;222;0;0;5;0;3;5;6;0;0;19;0;0
2014;87,00;215;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0
2014;527,00;154;0;0;8;0;141;0;0;6;0;2;0;0;0;24;0;0;0
2014;562,00;157;0;0;7;1;106;0;0;7;1;3;0;0;0;0;0;0;0
2014;251,00;90;2;3;5;1;90;2;3;5;1;3;0;0;0;0;0;0;0
2014;129,00;280;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0
2014;154,00;144;0;0;0;0;144;0;0;0;0;1;0;0;0;25;0;0;0
2014;516,00;113;4;1;8;1;113;4;1;8;1;2;0;7;0;0;0;0;0
2014;184,00;36;0;1;4;0;36;0;1;4;0;2;0;0;0;0;0;0;0
2014;652,00;200;0;0;5;0;116;0;0;5;0;3;0;0;0;0;0;0;0
2014;637,00;122;4;2;5;0;114;4;2;2;0;5;0;12;0;0;0;6;0
2014;88,00;43;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
2014;907,00;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0
2014;970,00;50;0;0;0;0;50;0;0;0;0;0;0;0;50;0;0;0;0
2014;1019,00;32;0;0;2;0;17;0;0;2;0;2;0;0;0;0;0;0;0
2014;1016,00;68;2;2;5;1;68;2;2;5;1;1;0;0;0;0;0;0;0
2014;1047,00;252;10;3;7;0;180;10;3;6;0;3;0;10;0;0;0;10;0
2014;635,00;168;12;2;4;0;165;12;2;4;0;5;0;4;2;0;0;0;0
