"año";"NCODI";"pacienteTot_med";"sesionTot_med";"pacienteTot_psiquia";"sesionTot_psiquia";"pacienteTot_geria";"sesionTot_geria"
2012;980,00;279;3090;0;0;0;0
2012;981,00;133;148;0;0;0;0
2012;1024,00;1245;12450;0;0;0;0
2012;1017,00;0;0;0;0;0;0
2012;1000,00;4670;14010;0;0;0;0
2012;1018,00;1970;7711;28;496;8;184
2012;1001,00;0;0;0;0;0;0
2012;1007,00;14209;20588;355;3923;0;0
2012;1008,00;8461;10851;0;0;0;0
2012;1009,00;14241;19620;580;5844;0;0
2012;1010,00;5129;6631;0;0;0;0
2012;1011,00;3578;4866;0;0;0;0
2012;1012,00;3736;9561;0;0;0;0
2012;1013,00;15836;32354;318;11416;0;0
2012;1041,00;0;0;0;0;0;0
2012;1073,00;2124;8970;0;0;0;0
2012;1087,00;2668;3565;0;0;0;0
2012;789,00;0;0;0;0;0;0
2012;326,00;0;0;0;0;0;0
2012;442,00;370;3703;0;0;0;0
2012;294,00;167;1021;0;0;0;0
2012;378,00;352;1408;0;0;0;0
2012;402,00;0;0;0;0;0;0
2012;29,00;0;0;0;0;0;0
2012;450,00;0;0;0;0;0;0
2012;656,00;1452;5598;346;4314;0;0
2012;333,00;850;3401;0;0;0;0
2012;668,00;167;1671;0;0;0;0
2012;684,00;333;1747;32;2195;0;0
2012;422,00;71;284;0;0;0;0
2012;763,00;8179;16413;0;0;0;0
2012;741,00;20039;28331;84;6008;0;0
2012;553,00;1323;7754;0;0;0;0
2012;357,00;0;0;0;0;0;0
2012;899,00;0;0;0;0;0;0
2012;900,00;0;0;0;0;0;0
2012;932,00;0;0;0;0;0;0
2012;950,00;0;0;0;0;0;0
2012;966,00;0;0;0;0;0;0
2012;967,00;59;946;0;0;0;0
2012;982,00;259;1293;0;0;0;0
2012;1014,00;382;414;0;0;0;0
2012;1048,00;0;0;0;0;0;0
2012;1080,00;1109;1822;0;0;0;0
2012;1074,00;173;173;0;0;0;0
2012;722,00;4063;20446;0;0;0;0
